# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: 
# Instrument: Test_DiskChoppers.instr
# Ncount: 10000000000
# Trace: no
# Gravitation: no
# Seed: 1680785056
# Directory: /home/zypan/projects/mcstas_run/Test_DiskChoppers_20230306_105338
# Date: Mon Mar  6 11:30:52 2023 (1678073452)
# type: array_1d(10000)
# Source: Test_DiskChoppers (Test_DiskChoppers.instr)
# component: CompInstanceName
# position: 0 0 10
# title: Time-of-flight monitor
# Ncount: 10000000000
# filename: TOF.dat
# statistics: X0=3641.14; dX=1922.81;
# signal: Min=0; Max=1.35119; Mean=0.0523993;
# values: 523.993 0.0254633 1.75818e+09
# xvar: t
# yvar: (I,I_err)
# xlabel: Time-of-flight [\gms]
# ylabel: Intensity
# xlimits: 0 20000
# variables: t I I_err N
1 0 0 792441 
3 0 0 790666 
5 0 0 791943 
7 0 0 791267 
9 0 0 791521 
11 0 0 790854 
13 0 0 794266 
15 0 0 790640 
17 0 0 790749 
19 0 0 792161 
21 0 0 789736 
23 0 0 791510 
25 0 0 791516 
27 0 0 790220 
29 0 0 791820 
31 0 0 792131 
33 0 0 791765 
35 0 0 790210 
37 0 0 790361 
39 0 0 790978 
41 0 0 791349 
43 0 0 790017 
45 0 0 791695 
47 0 0 791814 
49 0 0 792743 
51 0 0 791516 
53 0 0 790670 
55 0 0 791309 
57 0 0 790029 
59 0 0 791470 
61 0 0 790038 
63 0 0 789964 
65 0 0 790945 
67 0 0 791146 
69 0 0 792566 
71 0 0 788184 
73 0 0 789782 
75 0 0 790192 
77 0 0 788688 
79 0 0 788836 
81 0 0 785619 
83 0 0 784535 
85 0 0 785678 
87 0 0 781696 
89 0 0 778273 
91 0 0 778975 
93 0 0 777217 
95 0 0 774303 
97 0 0 772621 
99 0 0 768506 
101 0 0 766567 
103 0 0 762356 
105 0 0 758919 
107 0 0 756888 
109 0 0 749778 
111 0 0 746514 
113 0 0 742693 
115 0 0 737736 
117 0 0 734378 
119 0 0 730494 
121 0 0 723986 
123 0 0 722795 
125 0 0 715874 
127 0 0 713359 
129 0 0 710467 
131 0 0 705336 
133 0 0 699504 
135 0 0 695299 
137 0 0 692919 
139 0 0 686881 
141 0 0 684843 
143 0 0 679107 
145 0 0 674761 
147 0 0 672550 
149 0 0 665932 
151 0 0 662304 
153 0 0 658604 
155 0 0 654239 
157 0 0 649265 
159 0 0 646533 
161 0 0 641219 
163 0 0 638705 
165 0 0 632046 
167 4.143907118e-313 0 627932 
169 1.124526788e-305 0 623396 
171 1.714731463e-298 0 621041 
173 1.451557471e-291 0 616112 
175 7.205236931e-285 0 610678 
177 2.123439188e-278 0 607479 
179 3.85162527e-272 0 603068 
181 4.310997255e-266 0 598767 
183 3.08264476e-260 0 595196 
185 1.433559161e-254 0 592490 
187 4.371752184e-249 0 584298 
189 8.976586808e-244 0 581369 
191 1.262515241e-238 0 577148 
193 1.230925773e-233 0 572372 
195 8.492662748e-229 0 569075 
197 4.132543306e-224 0 566154 
199 1.477274404e-219 0 560456 
201 3.845626611e-215 0 556140 
203 7.437379056e-211 0 553123 
205 1.083180273e-206 0 549624 
207 1.186760783e-202 0 543205 
209 1.004514618e-198 0 540484 
211 6.55672793e-195 0 537384 
213 3.349683975e-191 0 531442 
215 1.354426055e-187 0 527258 
217 4.350092483e-184 0 521636 
219 1.121075216e-180 0 517776 
221 2.326843559e-177 0 514171 
223 3.988343241e-174 0 510017 
225 5.557481908e-171 0 506463 
227 6.44200213e-168 0 502875 
229 6.186080003e-165 0 498008 
231 4.993352782e-162 0 493674 
233 3.37926634e-159 0 489892 
235 1.934229196e-156 4.932030699e-159 485688 
237 9.489247833e-154 2.404113283e-156 481094 
239 3.968029977e-151 9.974368145e-154 477431 
241 1.438345595e-148 3.584174259e-151 472745 
243 4.485963141e-146 1.108351801e-148 469478 
245 1.217961079e-143 2.992064826e-146 464214 
247 2.872446579e-141 7.0070675e-144 460017 
249 5.964285443e-139 1.445632042e-141 456570 
251 1.091783521e-136 2.63007445e-139 451038 
253 1.771965542e-134 4.239165121e-137 447852 
255 2.545759676e-132 6.053297986e-135 443061 
257 3.259887514e-130 7.68918295e-133 438824 
259 3.732462301e-128 8.757296411e-131 435617 
261 3.802917649e-126 8.877827273e-129 431100 
263 3.522373359e-124 8.176931288e-127 427366 
265 2.933448351e-122 6.769577237e-125 422493 
267 2.212093188e-120 5.084742862e-123 418444 
269 1.518529188e-118 3.466096309e-121 415204 
271 9.403782804e-117 2.142462256e-119 410181 
273 5.370605388e-115 1.217662941e-117 405412 
